   0.06943,  -0.18080,   0.33791,   0.09428
  -0.02112,   0.40226,  -0.04662,  -0.05702
   0.02534,   0.20844,  -0.08149,   0.33472
  -0.02901,   0.37947,  -0.00234,  -0.11661
   0.11179,   0.03174,  -0.17277,   0.10303
   0.03801,   0.07053,  -0.22898,   0.00799
  -0.13909,  -0.23905,   0.17689,  -0.04058
  -0.14339,  -0.08495,   0.12203,  -0.30472
